"Id","OwnerId","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LastActivityDate"
"a00WU000009FVQFYA4","005WU000003RmTRYA0","0","Panama","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVQGYA4","005WU000003RmTRYA0","0","PapuaNuevaGuinea","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVQHYA4","005WU000003RmTRYA0","0","Paraguay","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVQIYA4","005WU000003RmTRYA0","0","PaisesBajos","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVQJYA4","005WU000003RmTRYA0","0","Peru","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVQKYA4","005WU000003RmTRYA0","0","Polonia","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVQLYA4","005WU000003RmTRYA0","0","Portugal","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVQMYA4","005WU000003RmTRYA0","0","Qatar","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVQNYA4","005WU000003RmTRYA0","0","ReinoUnido","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVQOYA4","005WU000003RmTRYA0","0","RepublicaCentroafricana","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVQPYA4","005WU000003RmTRYA0","0","RepublicaCheca","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVQQYA4","005WU000003RmTRYA0","0","RepublicaDemocraticadelCongo","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVQRYA4","005WU000003RmTRYA0","0","RepublicaDominicana","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVQSYA4","005WU000003RmTRYA0","0","Ruanda","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVQTYA4","005WU000003RmTRYA0","0","Rumania","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVQUYA4","005WU000003RmTRYA0","0","Rusia","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVQVYA4","005WU000003RmTRYA0","0","SaharaOccidental","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVQWYA4","005WU000003RmTRYA0","0","SaintKittsNevis","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVQXYA4","005WU000003RmTRYA0","0","SantaLucia","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVQYYA4","005WU000003RmTRYA0","0","SanMarino","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVQZYA4","005WU000003RmTRYA0","0","SanVicentelasGranadinas","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVQaYAO","005WU000003RmTRYA0","0","SamoaSantoTomePríncipe","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVQbYAO","005WU000003RmTRYA0","0","Senegal","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVQcYAO","005WU000003RmTRYA0","0","Serbia","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVQdYAO","005WU000003RmTRYA0","0","Seychelles","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVQeYAO","005WU000003RmTRYA0","0","SierraLeona","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVQfYAO","005WU000003RmTRYA0","0","Singapur","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVQgYAO","005WU000003RmTRYA0","0","Siria","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVQhYAO","005WU000003RmTRYA0","0","Somalia","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVQiYAO","005WU000003RmTRYA0","0","SriLanka","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVQjYAO","005WU000003RmTRYA0","0","Sudafrica","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVQkYAO","005WU000003RmTRYA0","0","Sudeste Asiatico","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVQlYAO","005WU000003RmTRYA0","0","Sudan","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVQmYAO","005WU000003RmTRYA0","0","SudandelSur","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVQnYAO","005WU000003RmTRYA0","0","Suazilandia","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVQoYAO","005WU000003RmTRYA0","0","Suecia","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVQpYAO","005WU000003RmTRYA0","0","Suiza","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVQqYAO","005WU000003RmTRYA0","0","Taiwan","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVQrYAO","005WU000003RmTRYA0","0","Tayikistan","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVQsYAO","005WU000003RmTRYA0","0","Tanzania","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVQtYAO","005WU000003RmTRYA0","0","Tayikistan","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVQuYAO","005WU000003RmTRYA0","0","TimorOriental","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVQvYAO","005WU000003RmTRYA0","0","Togo","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVQwYAO","005WU000003RmTRYA0","0","Tonga","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVQxYAO","005WU000003RmTRYA0","0","TrinidadTobago","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVQyYAO","005WU000003RmTRYA0","0","Tunez","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVQzYAO","005WU000003RmTRYA0","0","Turquia","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVR0YAO","005WU000003RmTRYA0","0","Turkmenistan","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVR1YAO","005WU000003RmTRYA0","0","Tuvalu","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVR2YAO","005WU000003RmTRYA0","0","Ucrania","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVR3YAO","005WU000003RmTRYA0","0","Uganda","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVR4YAO","005WU000003RmTRYA0","0","Uhuru","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVR5YAO","005WU000003RmTRYA0","0","UnionEuropea","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVR6YAO","005WU000003RmTRYA0","0","Uruguay","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVR7YAO","005WU000003RmTRYA0","0","Vanuatu","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVR8YAO","005WU000003RmTRYA0","0","Venezuela","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVR9YAO","005WU000003RmTRYA0","0","Vietnam","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVRAYA4","005WU000003RmTRYA0","0","Yemen","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVRBYA4","005WU000003RmTRYA0","0","Zambia","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVRCYA4","005WU000003RmTRYA0","0","Zimbabue","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
